categroy,people,datetime,name,address
设计类,2,2018-04-27,GY0-海外产品视觉设计（深圳）,深圳
职能类,1,2018-04-27,ZSC-国外专利流程管理法律顾问（深圳）,深圳
职能类,1,2018-04-27,HGJ-senior legal counsel(MA),上海
职能类,1,2018-04-27,OMG-招聘经理（北京）,北京
职能类,2,2018-04-27,OMG-HRBP（深圳）,深圳
技术类,2,2018-04-27,MIG12-服务与质量管理工程师（深圳）,深圳
产品/项目类,1,2018-04-27,18427-固收产品运营经理（深圳）,深圳
职能类,1,2018-04-27,HY-高管秘书（深圳）,深圳
技术类,1,2018-04-27,15570-手游后台开发工程师,深圳
市场类,1,2018-04-27,18434-品牌策划组长 (深圳),深圳
市场类,1,2018-04-27,18434-数据库营销经理(深圳),深圳
职能类,1,2018-04-27,HGJ-senior legal counsel(MA),深圳
技术类,1,2018-04-27,16175-测试工程师,深圳
技术类,1,2018-04-27,MIG03-过程改进工程师（北京）,北京
产品/项目类,1,2018-04-27,MIG03-腾讯众包高级产品运营（深圳）,深圳
技术类,1,2018-04-27,WXG01-117 微信Android客户端扩展功能开发工程师(深圳),深圳
技术类,2,2018-04-27,WXG10-113 企业微信解决方案架构师（广州）,广州
技术类,2,2018-04-27,WXG06-114 微信支付应用开发工程师（广州）,广州
设计类,1,2018-04-27,SNG10-即通用户设计部-交互设计师（北京）,北京
技术类,1,2018-04-27,MIG08-Android开发(广州)(腾讯WiFi管家),广州
技术类,1,2018-04-27,25924-机器学习高级研究员（深圳）,深圳
技术类,1,2018-04-27,25924-游戏数据挖掘高级算法工程师（深圳）,深圳
技术类,1,2018-04-27,25924-游戏内容推荐高级算法工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15573-消除类手游系统与关卡策划（深圳）,深圳
市场类,1,2018-04-27,19116-互联网+医疗商务拓展经理（北京）,北京
设计类,1,2018-04-27,24012-分镜设计（深圳）,深圳
产品/项目类,1,2018-04-27,15851-绝地求生：刺激战场-项目经理(深圳),深圳
设计类,1,2018-04-27,15851-绝地求生：刺激战场-FPS游戏3D动画设计师（深圳）,深圳
技术类,2,2018-04-27,MIG07-GO语言服务器端开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,SA-腾讯社交广告金融行业广告运营（北京）,北京
产品/项目类,2,2018-04-27,SA-腾讯社交广告金融行业营销顾问（北京）,北京
设计类,1,2018-04-27,15851-绝地求生：刺激战场-FPS游戏3D模型设计师(深圳),深圳
技术类,2,2018-04-27,18797-后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,15573-手游后台开发工程师（上海）,上海
产品/项目类,1,2018-04-27,MIG08-产品经理(上海)(腾讯WiFi管家),上海
技术类,3,2018-04-27,SNG07-测试开发高级工程师（深圳）,深圳
技术类,1,2018-04-27,OMG064-测试开发工程师（上海）,上海
技术类,2,2018-04-27,SNG07-测试开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG15-叮当用户运营经理,深圳
设计类,1,2018-04-27,15851-绝地求生：刺激战场-游戏UI重构&特效设计师(深圳),深圳
设计类,1,2018-04-27,15851-绝地求生：刺激战场-游戏3D海宣素材设计师(深圳),深圳
技术类,1,2018-04-27,15851-绝地求生：刺激战场-游戏服务器开发工程师（深圳）,深圳
技术类,1,2018-04-27,15573-移动终端游戏开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15851-绝地求生：刺激战场-FPS游戏高级AI设计师(深圳),深圳
产品/项目类,1,2018-04-27,15851-绝地求生：刺激战场-手游资深社交系统策划(深圳),深圳
技术类,1,2018-04-27,15851-绝地求生：刺激战场-资深Unreal高级客户端开发工程师(深圳),深圳
产品/项目类,1,2018-04-27,19823-动画电影制片人（北京）,北京
职能类,1,2018-04-27,CB-薪酬专家[长期激励方向]（深圳）,深圳
职能类,1,2018-04-27,CB-绩效管理高级经理（深圳）,深圳
职能类,1,2018-04-27,OMG-HRBP Leader（北京）,北京
设计类,1,2018-04-27,22852-腾讯演播技术平面设计师（北京）,北京
产品/项目类,2,2018-04-27,15851-绝地求生：刺激战场-高级数值策划(深圳),深圳
技术类,5,2018-04-27,SNG16-全民K歌后台研发工程师（深圳）,深圳
技术类,3,2018-04-27,EC-教育创想前端开发工程师（深圳）,深圳
职能类,1,2018-04-27,CB-海外福利经理（深圳）,深圳
设计类,1,2018-04-27,15569-QQ飞车手游高级角色原画设计师(深圳）,深圳
市场类,2,2018-04-27,25667-腾讯云渠道经理（北京/成都/杭州/广州）,北京
市场类,3,2018-04-27,25666-游戏云KA sales（华南）,深圳
市场类,3,2018-04-27,25666-游戏云KA sales（华北）,北京
市场类,3,2018-04-27,25666-游戏云KA sales（华东）,上海
技术类,2,2018-04-27,SNG04-看点高级数据挖掘工程师(上海),上海
职能类,1,2018-04-27,CG-综合类采购商务主管（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-校园市场推广经理（深圳）,深圳
技术类,3,2018-04-27,22989-腾讯云大数据产品研发专家（北京）,北京
技术类,10,2018-04-27,22989-腾讯云大数据产品研发工程师（北京）,北京
产品/项目类,2,2018-04-27,22989-腾讯云大数据高级产品经理（北京）,北京
产品/项目类,1,2018-04-27,25924-数据运营经理（深圳）,深圳
设计类,3,2018-04-27,22989-腾讯云设计中心-UI工程师/前端开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15665-小游戏商业化策划(深圳),深圳
产品/项目类,1,2018-04-27,15665-小游戏平台运营(深圳),深圳
产品/项目类,1,2018-04-27,15665-小游戏版本管理(深圳),深圳
产品/项目类,1,2018-04-27,15665-小游戏数据分析(深圳),深圳
产品/项目类,1,2018-04-27,15665-小游戏公众号及社区运营（深圳）,深圳
产品/项目类,1,2018-04-27,SNG08-QQ空间高级运营经理（深圳）,深圳
技术类,1,2018-04-27,20718-安卓系统开发主管（深圳）,深圳
设计类,1,2018-04-27,18302-新动作类手游3D特效设计师（深圳）,深圳
设计类,1,2018-04-27,18302-新动作手游GUI设计师（深圳）,深圳
设计类,1,2018-04-27,18302-LBS手游GUI设计师（深圳）,深圳
技术类,1,2018-04-27,20718-嵌入式开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,23486-证券资讯产品经理（北京）,北京
设计类,2,2018-04-27,MIG03-应用平台交互设计师（深圳）,深圳
职能类,1,2018-04-27,21645-网络媒体高级法律顾问,深圳
职能类,1,2018-04-27,21645-网络媒体高级法律顾问,北京
职能类,2,2018-04-27,EC-办学专家（深圳）,深圳
职能类,1,2018-04-27,XTB-秘书（深圳）,深圳
产品/项目类,1,2018-04-27,15570-新RPG手游高级系统策划（深圳）,深圳
产品/项目类,1,2018-04-27,15570-新RPG手游高级剧情策划（深圳）,深圳
职能类,2,2018-04-27,XTB-HR Hacker（深圳）,深圳
职能类,3,2018-04-27,SNG-HRBP（深圳）,深圳
技术类,1,2018-04-27,25924-复杂网络工程师,深圳
技术类,1,2018-04-27,25924-知识图谱工程师（深圳）,深圳
技术类,1,2018-04-27,25924-用户画像工程师（深圳）,深圳
产品/项目类,1,2018-04-27,25924-数据挖掘高级产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,15665-小游戏高级运营经理(深圳),深圳
技术类,1,2018-04-27,15570-新MMORPG手游后台开发（深圳）,深圳
技术类,1,2018-04-27,18302-游戏后台高级开发工程师（深圳）,深圳
技术类,1,2018-04-27,18302-游戏后台开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,23674-内容生产者运营（CP运营）（北京）,北京
职能类,1,2018-04-27,OMG-HRBP（北京）,北京
产品/项目类,1,2018-04-27,15665-自由幻想手游-活动运营(深圳),深圳
产品/项目类,1,2018-04-27,15665-移动游戏运营负责人(深圳),深圳
产品/项目类,1,2018-04-27,15665-竞技类移动游戏运营负责人(深圳),深圳
产品/项目类,1,2018-04-27,15665-超经典竞速IP手游-高级运营经理(深圳),深圳
技术类,1,2018-04-27,XN-iOS开发工程师（深圳）,深圳
技术类,3,2018-04-27,SNG07-测试开发高级工程师（深圳）,深圳
技术类,3,2018-04-27,SNG07-测试开发工程师（深圳）,深圳
设计类,1,2018-04-27,SNG10-即通用户设计部-视觉设计师（北京）,北京
设计类,2,2018-04-27,SNG10-即通用户设计部-用户研究工程师（深圳）,深圳
职能类,1,2018-04-27,AQ-业务安全经理（深圳）,深圳
技术类,1,2018-04-27,MIG16-地图检索机器学习算法高级研发工程师（北京）,北京
技术类,2,2018-04-27,25927-移动游戏高级测试开发工程师（上海）,上海
技术类,1,2018-04-27,HY1-游戏测评师（上海）,上海
产品/项目类,1,2018-04-27,XN-QQ竞猜-产品运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,15665-移动平台合作高级运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,15665-绝地求生：刺激战场-直播及赛事运营(深圳),深圳
技术类,1,2018-04-27,15851-游戏iOS开发工程师（深圳）,深圳
技术类,1,2018-04-27,15570-斗破苍穹手游客户端开发工程师（深圳）,深圳
产品/项目类,2,2018-04-27,15665-绝地求生：刺激战场-活动运营（深圳）,深圳
产品/项目类,1,2018-04-27,15665-超经典竞速IP手游-活动运营(深圳),深圳
产品/项目类,1,2018-04-27,15665-体育类手游-市场运营(深圳),深圳
产品/项目类,1,2018-04-27,15665-绝地求生：刺激战场-用户管理和社区运营(深圳),深圳
产品/项目类,1,2018-04-27,15665-超经典竞速IP手游-用户管理和社区运营(深圳),深圳
技术类,1,2018-04-27,15851-游戏机器学习研究员（深圳）,深圳
产品/项目类,1,2018-04-27,WXG03-213 城市服务行业运营（广州）,广州
产品/项目类,2,2018-04-27,WXG03-211 交通行业产品运营（广州）,广州
技术类,1,2018-04-27,25927-高级测试经理（上海）,深圳
技术类,1,2018-04-27,19332-企点C++后台高级工程师（上海）,上海
技术类,3,2018-04-27,22989-腾讯云WEB前端工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG08-大数据产品经理,广州
产品/项目类,1,2018-04-27,SNG16-全民K歌海外版产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,24111-医疗云产品经理,深圳
职能类,1,2018-04-27,OMG-组织发展经理,北京
技术类,1,2018-04-27,16175-后台开发工程师,深圳
技术类,1,2018-04-27,16175-web前端开发工程师,深圳
产品/项目类,1,2018-04-27,MIG06-应用宝平台高级产品经理（深圳）,深圳
产品/项目类,1,2018-04-27,WXG08-211 微信搜索推荐产品运营经理（广州）,广州
产品/项目类,1,2018-04-27,15665-RPG类手游数据分析(深圳),深圳
产品/项目类,1,2018-04-27,15665-体育类手游数据分析（深圳）,深圳
市场类,2,2018-04-27,25667-腾讯云渠道高级市场运营经理（深圳）,深圳
技术类,2,2018-04-27,SNG16-推荐算法工程师（深圳）,深圳
技术类,2,2018-04-27,SNG16-QQ音乐IOS开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,22850-腾讯视频VIP会员渠道运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,15665-绝地求生：刺激战场-版本管理（深圳）,深圳
技术类,1,2018-04-27,WXG08-113 微信推荐系统后台架构师（北京/广州/深圳）,北京
技术类,1,2018-04-27,25927-品质管理中心副总监,上海
技术类,2,2018-04-27,15583-天玑工作室unity游戏开发工程师(深圳),深圳
产品/项目类,2,2018-04-27,SD9-互娱项目管理经理（深圳）,深圳
产品/项目类,1,2018-04-27,19332-企点高级产品经理（上海）,上海
产品/项目类,1,2018-04-27,21087-游戏版本管理（深圳）,深圳
产品/项目类,1,2018-04-27,21087-本地化游戏策划（深圳）,深圳
产品/项目类,1,2018-04-27,MIG06-高级游戏内容编辑（深圳）,深圳
职能类,3,2018-04-27,CDG-HRBP（深圳）,深圳
技术类,1,2018-04-27,TEG10-服务器技术管理工程师（深圳）,深圳
市场类,4,2018-04-27,WXG10-331 企业微信售前支持经理（广州）,广州
市场类,1,2018-04-27,22850-腾讯视频VIP运营商渠道副组长/组长（北京）,北京
技术类,2,2018-04-27,TEG14-系统测试工程师(深圳),深圳
内容编辑类,1,2018-04-27,17759-短视频安全审核组长,成都
职能类,2,2018-04-27,S2-账务中心高级会计（深圳）,深圳
职能类,1,2018-04-27,S2-高级金融审计经理,深圳
技术类,1,2018-04-27,WXG02-116 微信专项测试工程师（广州）,广州
产品/项目类,1,2018-04-27,25929-沙盒游戏系统策划（深圳）,深圳
设计类,1,2018-04-27,25929-高级沙盒游戏3D设计师（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点iOS 研发工程师（深圳）,深圳
技术类,1,2018-04-27,SNG04-QQ看点数据挖掘工程师（深圳）,深圳
设计类,1,2018-04-27,SNG08-社交平台部-ISUX-视频创意特效设计（深圳）,深圳
技术类,2,2018-04-27,22989-腾讯云物联网高级研发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG03-Android逆向工程师（北京）,北京
技术类,4,2018-04-27,TEG09-云存储高级研发工程师（深圳/北京）,深圳
技术类,2,2018-04-27,XN-web前端开发工程师（深圳）,深圳
技术类,1,2018-04-27,TEG03-长尾广告高级运维工程师（深圳）,深圳
内容编辑类,2,2018-04-27,23671-企鹅号高级内容运营经理（北京）,北京
产品/项目类,1,2018-04-27,23671-企鹅号后台系统产品策划（北京）,北京
市场类,1,2018-04-27,HY6-市场推广经理（南京）,南京
市场类,1,2018-04-27,20718-智能硬件渠道管理经理（深圳）,深圳
产品/项目类,1,2018-04-27,20777-互联网金融创新产品经理,深圳
技术类,2,2018-04-27,SA-腾讯社交广告应用开发工程师（OM广告 深圳）,深圳
技术类,2,2018-04-27,WXG02-121 微信安全大数据高级工程师,广州
职能类,2,2018-04-27,20760-公共政策研究及政府事务经理（北京）,北京
技术类,3,2018-04-27,SD9-游戏后台开发,深圳
技术类,1,2018-04-27,18425-腾讯金融业务研发工程师,深圳
技术类,1,2018-04-27,25927-测试leader（深圳）,深圳
技术类,3,2018-04-27,SNG02-腾讯云通信后台开发工程师（深圳）,深圳
设计类,1,2018-04-27,18434-交互设计师 (深圳),深圳
技术类,1,2018-04-27,TEG03-数据挖掘工程师（深圳）,深圳
技术类,1,2018-04-27,23671-高级前端广告工程师（深圳）,深圳
产品/项目类,1,2018-04-27,15571-射击游戏系统策划（深圳）,深圳
产品/项目类,1,2018-04-27,15571-射击游戏关卡策划（深圳）,深圳
产品/项目类,2,2018-04-27,23671-内容平台产品经理（北京）,北京
技术类,1,2018-04-27,TEG03-Android高级开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,22989-腾讯云IDC网络设计产品经理（上海）,上海
技术类,9,2018-04-27,SNG08-微视Android开发工程师(深圳),深圳
产品/项目类,1,2018-04-27,23671-企鹅号产品运营经理（北京）,北京
产品/项目类,2,2018-04-27,24546-客厅会员产品运营（深圳）,深圳
产品/项目类,1,2018-04-27,23671-企鹅号短视频产品经理（北京）,北京
技术类,1,2018-04-27,15571-后台开发工程师（深圳）,深圳
职能类,1,2018-04-27,21645-微信高级法律顾问（综合法务）,广州
职能类,1,2018-04-27,S2-宣发财务经理（北京）,北京
技术类,1,2018-04-27,WXG02-143 微信后台策略安全(广州),广州
技术类,9,2018-04-27,SNG08-微视iOS开发工程师(深圳),深圳
技术类,2,2018-04-27,25927-PC游戏专项技术测试工程师（上海）,上海
产品/项目类,1,2018-04-27,15575-《王者荣耀》资深系统策划（成都）,成都
产品/项目类,1,2018-04-27,SNG16-全民K歌粉丝运营经理（深圳）,深圳
设计类,1,2018-04-27,24491-王者荣耀全球版-高级视觉设计师,深圳
设计类,1,2018-04-27,24491-王者荣耀全球版-高级UI设计师,深圳
技术类,1,2018-04-27,MIG12-C++高级后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,25926-后台策略安全,深圳
技术类,1,2018-04-27,25929-手游客户端前台技术指导（深圳）,深圳
市场类,1,2018-04-27,23294-互娱赛事运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG03-语音直播高级产品策划经理（深圳）,深圳
市场类,1,2018-04-27,19116-互联网+医疗行业市场支持经理（深圳）,深圳
市场类,2,2018-04-27,SA-腾讯社交广告战略合作伙伴拓展经理（上海）,上海
设计类,1,2018-04-27,15575-《圣斗士星矢》3D角色资深设计师（成都）,成都
产品/项目类,1,2018-04-27,15573-乱世王者活动策划（上海）,上海
产品/项目类,1,2018-04-27,MIG15-智能助手服务产品经理,深圳
产品/项目类,1,2018-04-27,25925-项目管理（深圳）,深圳
技术类,4,2018-04-27,20503-深度学习图像算法工程师(合肥),合肥
技术类,2,2018-04-27,SA-腾讯联盟广告移动客户端iOS/Android高级开发工程师（北京）,北京
产品/项目类,1,2018-04-27,25663-营销云综合运营组组长（深圳）,深圳
职能类,1,2018-04-27,S2-业务审计经理（深圳）,深圳
产品/项目类,1,2018-04-27,15612-卡牌手游数值策划,深圳
产品/项目类,1,2018-04-27,23671-企鹅号产品经理-版权方向（北京）,北京
技术类,1,2018-04-27,25925-数据分析与挖掘工程师（深圳）,深圳
技术类,1,2018-04-27,24012-高级后台开发（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏商业化运营（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏社区用户运营（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏数据分析（深圳）,深圳
产品/项目类,1,2018-04-27,XN-体育竞猜产品运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,21882-医疗类产品运营经理,深圳
职能类,2,2018-04-27,S2-CDG财务管理（深圳）,深圳
产品/项目类,5,2018-04-27,21228-体育游戏版本管理（深圳）,深圳
产品/项目类,5,2018-04-27,21228-体育游戏本地化管理（深圳）,深圳
产品/项目类,4,2018-04-27,21228-体育游戏市场与合作（深圳）,深圳
技术类,1,2018-04-27,MIG16-地图数据系统高级开发工程师（北京）,北京
市场类,1,2018-04-27,17467-娱乐营销拓展（上海）,上海
产品/项目类,4,2018-04-27,26699-智慧零售项目高级经理（深圳）,深圳
产品/项目类,1,2018-04-27,26699-智慧零售产品组长（深圳）,深圳
产品/项目类,10,2018-04-27,26699-智慧零售产品经理（深圳）,深圳
技术类,5,2018-04-27,26699-智慧零售应用架构师（深圳）,深圳
产品/项目类,4,2018-04-27,19838-剧本编审（北京）,北京
技术类,3,2018-04-27,22989-机器学习平台开发工程师（性能调优）（深圳/北京/上海）,深圳
市场类,1,2018-04-27,25667-渠道赋能平台运营经理（深圳）,深圳
技术类,2,2018-04-27,SNG02-腾讯云Android开发工程师（深圳）,深圳
产品/项目类,1,2018-04-27,23518-新兴内容社区及垂直渠道总监,深圳
技术类,1,2018-04-27,MIG06-应用宝数据挖掘算法工程师（深圳）,深圳
技术类,2,2018-04-27,25929-沙盒类手游客户端开发（深圳）,深圳
技术类,4,2018-04-27,SNG08-微视web前端工程师(深圳),深圳
技术类,2,2018-04-27,15579-手游后台开发工程师（深圳）,深圳
技术类,3,2018-04-27,22989-机器学习平台开发工程师（通用）（深圳/北京/上海）,深圳
技术类,3,2018-04-27,22989-机器学习平台开发工程师（框架开发）（深圳/北京/上海）,深圳
技术类,1,2018-04-27,25924-数据挖掘后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,WXG03-115 小程序框架设计和业务前端开发（广州）,广州
技术类,1,2018-04-27,WXG03-115 小程序开发工具链前端开发（广州）,广州
技术类,1,2018-04-27,WXG03-115 小程序/小游戏基础功能前端开发（广州）,广州
技术类,1,2018-04-27,20718-数据分析工程师（深圳）,深圳
技术类,10,2018-04-27,SNG08-微视Linux C++后台开发(深圳),深圳
市场类,1,2018-04-27,24548-腾讯OTT商业化经理,北京
产品/项目类,1,2018-04-27,MIG06-应用宝行业应用产品运营（深圳）,深圳
技术类,3,2018-04-27,22989-黑石产品架构师（深圳）,深圳
产品/项目类,1,2018-04-27,TEG06-企业安全产品经理（深圳）,深圳
技术类,1,2018-04-27,25924-HY-数据分析开发工程师（深圳）,深圳
技术类,5,2018-04-27,WXG03-113 小程序后台开发工程师（广州）,广州
技术类,1,2018-04-27,TEG03-高级算法研发工程师（北京）,北京
职能类,1,2018-04-27,21530-腾讯音乐高级企业文化经理（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点推送内容推荐算法工程师（深圳）,深圳
设计类,1,2018-04-27,15616-高级UI设计师（上海）,上海
设计类,1,2018-04-27,25929-游戏美术指导（深圳）,深圳
技术类,1,2018-04-27,25929-Web前端WebGL开发工程师（上海）,上海
技术类,1,2018-04-27,TEG14-高级业务运维工程师（深圳）,深圳
设计类,1,2018-04-27,SNG10-UI工程师/前端开发工程师(深圳）,深圳
技术类,4,2018-04-27,25663-智慧建筑架构师（深圳/北京/上海/成都）,深圳
市场类,1,2018-04-27,21528-品牌公关与传播（北京）,北京
技术类,2,2018-04-27,SNG04-QQ看点推送系统后台研发工程师（深圳）,深圳
技术类,2,2018-04-27,SNG04-QQ看点Android研发工程师（深圳）,深圳
技术类,1,2018-04-27,SNG04-内容中心前端开发工程师（上海）,上海
技术类,1,2018-04-27,MIG16-地图专题数据后台开发工程师-功能方向（北京）,北京
技术类,1,2018-04-27,MIG16-地图专题数据后台开发工程师-功能方向（北京）,北京
技术类,1,2018-04-27,25923-游戏高级运维工程师（深圳）,深圳
产品/项目类,1,2018-04-27,MIG06-应用宝大数据策略产品经理（深圳）,深圳
技术类,1,2018-04-27,20718-嵌入式系统PC端软件高级工程师（深圳）,深圳
市场类,1,2018-04-27,24549-项目运营管理,深圳
技术类,1,2018-04-27,OMG148-腾讯智慧校园Web前端开发工程师（北京）,北京
设计类,1,2018-04-27,15575-QQ飞车手游3D美术设计师（成都）,成都
产品/项目类,1,2018-04-27,SNG02-腾讯云视频内容合作经理(深圳),深圳
市场类,10,2018-04-27,26699-智慧零售CRM策略经理（深圳）,深圳
设计类,1,2018-04-27,24012-游戏3D动画师（深圳）,深圳
设计类,1,2018-04-27,24012-项目主美术（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告3C方向客户运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,SA-腾讯社交广告旅游行业客户运营经理（北京）,北京
市场类,1,2018-04-27,26699-智慧零售运营行销组长（深圳）,深圳
市场类,22,2018-04-27,26699-智慧零售运营行销经理（深圳）,深圳
技术类,15,2018-04-27,26699-智慧零售数据工程师（深圳）,深圳
技术类,1,2018-04-27,26699-智慧零售数据与CRM总监（深圳）,深圳
内容编辑类,3,2018-04-27,SNG08-微视KOL拓展运营经理（深圳）,深圳
产品/项目类,1,2018-04-27,SNG02-腾讯云直播生态经理（深圳）,深圳
市场类,10,2018-04-27,19837-电影区域发行经理,北京
市场类,2,2018-04-27,25666-互联网商务拓展（上海）,上海
市场类,3,2018-04-27,25666-互联网商务拓展（深圳）,深圳
市场类,2,2018-04-27,25666-互联网商务拓展（北京）,北京
技术类,1,2018-04-27,MIG03-浏览器专项测试,成都
产品/项目类,1,2018-04-27,18425-金融云产品经理-银行系统方向（深圳）,深圳
技术类,2,2018-04-27,SA-腾讯社交广告排序算法研究员（QQ广告 深圳）,深圳
技术类,2,2018-04-27,SA-腾讯社交广告图像视觉算法研究员（QQ广告 深圳）,深圳
市场类,1,2018-04-27,SNG16-腾讯音乐商业营销策划（深圳）,深圳
产品/项目类,1,2018-04-27,MIG15-智能助手高级内容产品经理,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏市场运营（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏平台合作（深圳）,深圳
设计类,1,2018-04-27,15612-手游主美术（北京）,北京
技术类,8,2018-04-27,25664-腾讯云公检法行业架构师（深圳/广州/北京/上海/成都）,深圳
职能类,3,2018-04-27,19511-腾讯游戏业务流程经理（深圳）,深圳
技术类,4,2018-04-27,25663-智慧零售行业企业业务交付架构师（北京/上海/深圳/成都）,成都
产品/项目类,5,2018-04-27,21228-体育游戏商业化（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏本地化策划（深圳）,深圳
产品/项目类,1,2018-04-27,21228-女性向游戏剧情文案方向本地化策划（深圳）,深圳
技术类,1,2018-04-27,WXG02-113 微信通话后台开发工程师（广州/深圳）,广州
产品/项目类,6,2018-04-27,WXG03-213 微信开放平台时尚行业运营经理（广州）,广州
职能类,2,2018-04-27,AQ-业务安全经理(北京),北京
产品/项目类,2,2018-04-27,17759-电商运营经理,北京
产品/项目类,1,2018-04-27,WXG06-211 微信支付商户高级运营经理（深圳）,深圳
市场类,1,2018-04-27,WXG09-332 微信整合营销高级市场经理,广州
技术类,2,2018-04-27,25663-区块链产品高级架构师（深圳）,深圳
技术类,2,2018-04-27,25663-区块链产品高级架构师（北京）,北京
市场类,1,2018-04-27,25814-腾讯新闻BI分析师（北京）,北京
技术类,8,2018-04-27,25663-腾讯云交通行业架构师（北京/深圳/上海/成都）,深圳
产品/项目类,1,2018-04-27,MIG16-导航中心实时路况策略产品经理,北京
技术类,2,2018-04-27,23671-OM软件工程师-后台开发（北京）,北京
职能类,1,2018-04-27,SHR-培训经理（深圳）,深圳
技术类,1,2018-04-27,SNG11-移动安全工程师/移动安全专家（深圳）,深圳
技术类,1,2018-04-27,TEG13-审核平台开发组组长（成都）,成都
设计类,2,2018-04-27,TEG01-UI设计师（深圳）,深圳
技术类,1,2018-04-27,SNG01-手Q-iOS高级开发工程师（深圳）,深圳
技术类,3,2018-04-27,19332-自然语言处理工程师（上海）,上海
技术类,1,2018-04-27,25928-IEG-Web后台开发高级工程师（上海）,上海
技术类,1,2018-04-27,25928-IEG-游戏客户端开发高级工程师（上海）,上海
产品/项目类,1,2018-04-27,20718-AI内容产品策划经理（深圳）,深圳
产品/项目类,1,2018-04-27,20718-用户运营产品经理（深圳）,深圳
技术类,1,2018-04-27,25923-Web前端高级工程师（深圳）,深圳
技术类,3,2018-04-27,SNG16-腾讯音乐后台开发工程师（深圳）,深圳
技术类,1,2018-04-27,MIG09-大数据平台开发高级工程师,深圳
产品/项目类,2,2018-04-27,25663-营销云（高级）产品经理（上海）,上海
技术类,2,2018-04-27,25927-高级Web前端开发工程师（上海）,上海
产品/项目类,1,2018-04-27,15575-天美L1预研海外手游高级游戏策划（成都）,成都
产品/项目类,1,2018-04-27,SNG16-全民K歌数据产品经理（深圳）,深圳
产品/项目类,2,2018-04-27,15665-IP文学策划（深圳）,深圳
内容编辑类,1,2018-04-27,17757-质量监控编辑（北京）,北京
技术类,1,2018-04-27,OMG236-基础数据与模型中心机器学习系统专家（北京）,北京
技术类,2,2018-04-27,25926-游戏安全客户端保护工程师（深圳）,深圳
技术类,1,2018-04-27,MIG16-自动驾驶协调控制(北京),北京
市场类,1,2018-04-27,SA-腾讯社交广告品牌业务管理经理（上海）,上海
技术类,1,2018-04-27,SA-Data Scientist/ Senior Data Scientist（Shenzhen）,深圳
技术类,1,2018-04-27,SA-Data Scientist/ Senior Data Scientist(Beijing),北京
技术类,1,2018-04-27,SA-Ads Quality Research Engineer / Senior Ads Quality Research Engineer (Shenzhen),深圳
技术类,1,2018-04-27,SA-Ads Quality Research Engineer / Senior Ads Quality Research Engineer (Beijing）,北京
技术类,1,2018-04-27,25928-IEG-Web前端开发工程师（上海）,上海
技术类,1,2018-04-27,15851-游戏引擎开发工程师（深圳）,深圳
技术类,1,2018-04-27,15851-游戏Android开发工程师（深圳）,深圳
技术类,1,2018-04-27,25927-android开发高级工程师（上海）,上海
技术类,1,2018-04-27,15570-新RPG手游客户端开发工程师（深圳）,深圳
设计类,1,2018-04-27,15618-场景原画设计师（上海）,上海
产品/项目类,1,2018-04-27,21087-游戏官网运营（深圳）,深圳
技术类,1,2018-04-27,25927-高级前端开发工程师 （上海）,深圳
产品/项目类,1,2018-04-27,15665-超经典竞速IP手游-社区内容运营（深圳）,深圳
产品/项目类,1,2018-04-27,15665-绝地求生：刺激战场-社区内容运营(深圳),深圳
产品/项目类,2,2018-04-27,WXG03-211 城市服务产品运营（广州）,广州
产品/项目类,2,2018-04-27,18402-新产品筹备中心副发行制作人,深圳
职能类,1,2018-04-27,13654-政策研究员,北京
